title,time,realLikeCount,duration,auth
未来三年五大忠告，听完扎心，不听后悔、关注学会短视频！ #人生感悟  #快手新知播  #在快手看财经  @快手粉条(O3xhcy6vhfzcu3qe)  @快手创作者中心(O3xrgtux2ehryffe) ,2022-01-12 12:56:03,41129,154607,大山情感（有求必应）
#光遇 #无翼 我挖煤回来了～,2022-01-12 13:01:18,31723,15000,sky-词酱（双服滴）
"来自金刚的压迫感？
 #金刚 #哥斯拉大战金刚 #电影推荐",2022-01-12 13:01:18,4159,67150,小黄鸭
#蓝朋友 #致敬消防英雄最美逆行者,2022-01-12 13:02:11,23324,19953,一营历史
我真的佩服那些当海王的人怎么聊得过来 我每天回超过三个人的消息就会很难受 感觉自己像个客服,2022-01-12 13:04:06,36341,8216,初 恋  ✨
三姐这种情况都五年了，我该怎么办？ #农村搞笑段子 #原创搞笑 #农村生活 @桂小汶(O3xdb92qkjgyzvu2) @梧州六哥(O3xrzdh8qxf8mrck),2022-01-12 13:06:21,22121,99950,藤县鳮儿四
《满级人类》——来自母亲的压迫感！ #搞笑 #搞笑视频 #满级人类 @快手热点(O3xddgkd5fav5if9),2022-01-12 13:10:56,89285,71016,阿龙搞笑
#蔡徐坤,2022-01-12 13:18:34,49938,13633,蔡徐坤的专属会会
"冰糖表情包😁嘎嘣脆呀，
你们还想看我吃啥表情包 评论出来 记得点点小红心哦！",2022-01-12 13:19:54,15070,49200,爱吃的小于baby❤️
今天是三好学生，好饿，好困，好想你 #动感dj舞越跳越上头,2022-01-12 13:20:10,18691,10650,瑾萱 X
#和平精英  #游戏凡星计划 #和平精英马拉松大赛,2022-01-12 13:20:43,10961,58750,游戏专家三条
回忆后必有反转 #没想到吧 #文浩太难了,2022-01-12 13:30:41,29399,62166,欧文浩
兄弟们，咋回事呀？咋老被偷包呢！ #世界冠军马哲 #万粉作者狂欢节 #游戏凡星计划,2022-01-12 13:37:49,2222,59833,CF马哲_世界冠军
@快手热点(O3xddgkd5fav5if9)  @快手创作者中心(O3xrgtux2ehryffe) 国之利刃，出鞘见血，保家卫国   #我在快手追综艺  #军旅  #我在快手追好剧,2022-01-12 13:43:35,2553,191000,张三儿♥渣剪
此生无悔入华夏！ #猕猴桃影院 #八佰 #星熠萌新计划 @快手热点(O3xddgkd5fav5if9) @快手影视创作者(O3x6kcy3cqzyqw2s),2022-01-12 13:46:09,95697,31840,小慕电影
第一次男朋友带我回家过年，结果爸爸好像不太喜欢我…#新春好物潮我看 #快手卖货助手,2022-01-12 14:01:01,8185,106350,袁袁优选
都给我去用它上分！ #使命召唤手游 #细节导师梦瑾 #游戏凡星计划,2022-01-12 14:01:36,1260,86016,使命召唤.梦瑾
小学初中9年中，哪一年最危险，哪一年最关键呢？ @快手粉条(O3xhcy6vhfzcu3qe) @热门小助手(O3xiwtc9s5b6g2xe) @快手教育(O3xs4pwkr6yf6g56) #学习 #学习方法 #教育,2022-01-12 14:03:49,17686,86625,隆老师
#迷你世界日常生活,2022-01-12 14:04:39,40063,94000,颜子ˡᵒᵛᵉ祺.
乔老爷自制脆皮五花肉卷，光听声音就口水横流。一口下去，怎么可以那么脆？＃家乡年味 ＃聚餐吃点啥,2022-01-12 14:04:49,145259,148440,高彩萍和乔老爷
你出拳的速度很可能赶不上他趴在你脚面上的速度,2022-01-12 14:06:46,1016352,10866,格斗皮
“盛世要美人来点缀，乱世需要美人来顶罪” #杨贵妃 #赵文琪 #国风 @快手热点(O3xddgkd5fav5if9),2022-01-12 14:13:43,8225,31333,赵文琪
蒜头：兔兔！你等我！我来救你啦！！！！妈，你赔我小兔子！ #蒜头公主,2022-01-12 14:17:17,538949,6450,Avacha的动物园
这不是梦是我重生了，师傅，你可曾后悔？可惜来不及，从此三界唯我独尊 #仙尊今天洗白了吗,2022-01-12 14:19:43,17155,66433,纯美剪辑
撩男友小技巧哈哈哈哈 #情侣日常,2022-01-12 14:24:06,481805,43416,小白和橙子
德尔塔和奥密克戎同时在河南传播，这种群体感染比例较高，一定要警惕！#新型冠状病毒 #新年第一周从天津出来的人去哪儿了  #大v快评,2022-01-12 14:28:00,9248,63283,《小莉帮忙》刘小莉
像极了陪女朋友看电视的你#集结吧光合创作者 #猫咪成精 #家有萌猫,2022-01-12 14:46:52,4560,6533,牟小琳的一家
女孩子一定要学会自爱 @快手热点(O3xddgkd5fav5if9)  @快手放映厅(O3xx34k9c66tam9w) #快手娱乐星熠计划第五期  #影视剪辑  #影视,2022-01-12 14:46:54,8087,69400,亿隆影视
我做数学题的时候小马建还在打酱油呢,2022-01-12 14:47:13,39183,70166,雪儿（正熊百科）
你会参加谁的大婚典礼 #听时光说,2022-01-12 14:47:54,2317,17800,静静姐儿～
人设➡️@雨芊在闭关！🌚！(O3xcngk7zpwdwex2) 爷™️截了141张💢🌚！还不火？！宝：@佐伊是温迪的舔狗🌚👊(O3xdd2sh6x6gphww) 好友✌🏿🌚：@Yhhˉ(O3xd4pv3xbb38tki) @冬.倪-(O3xkb9a4sgi6hwpm) @Yu Yao玉瑶.🧀(O3xv2zni99ifnj94) @第五人格芊雪(O3xgznanwd9w9ig4) @young幼幼✨(O3x4euw62ktc56ae) @某个傻栖的傻迷妹(O3x3fyt9c64v63a6) @雨芊在闭关！🌚！(O3xcngk7zpwdwex2) @看到义勇请疯狂艾特我(O3xmxk944rcrydnc) @|奈奈七_(O3xq7revwwunybyg) @♡玖甜想要大热门.♡✨ @佐伊是温迪的舔狗🌚👊(O3xdd2sh6x6gphww) @第五人格✨星河(O3xzhd8755an6p7y) @Gacha.泡芙™(O3xaua3f2i5cuczi) @馋年. flower✨(O3x68ibbibd6aavm) @伊.ㅤ  ㅤ(O3xwgr7vu93wuk59) @妍妍子～(O3xwcc3q2rfd3v6e) @GaCha_Lover.(O3xm93x2z2wyzue4) #ooc致歉 #瑞金 #原创,2022-01-12 14:51:06,16071,71500,liil陈晨✨
#气质美女 给你250万你会拿去干嘛,2022-01-12 14:53:01,16661,9366,一只小肥妹..
饭局上的五大潜台词！ #人生建议 #人情世故 #为人处世,2022-01-12 14:57:16,532702,34716,思维格局论🤔
#豆腐机  #食品机械  #自动化设备,2022-01-12 15:28:15,1286,18100,做豆腐的小姐姐
#熊登辉的大学生活 #fyp 正常人应聘vs法学应聘,2022-01-12 15:28:45,26746,28166,迷人的大反派
#植物大战僵尸 稀有植物盆栽，你见过几种？#次元迎新大作战 ,2022-01-12 15:37:16,6176,306866,游小浪Game
醉酒后 全国统一话术是什么？ #软妹 #微胖女生,2022-01-12 15:41:30,50003,9966,猫小蔓
#整个硬菜过大年 #暖冬美食打卡 #婆媳关系 @快手创作者中心(O3xrgtux2ehryffe) @快手热点(O3xddgkd5fav5if9) @快手美食(O3xjgwdr9sfzyx89) @快手粉条(O3xhcy6vhfzcu3qe) 姐妹们快开播了！做个为生活不停努力的阳光女人，不论多难争取做个未来合格的妈妈。灌点香肠过大年，灌肠器和肠衣，真的帮大忙了，方便又实用。,2022-01-12 15:44:08,60515,190533,祥子哥和菜花每天下午6点
@绿茵留声机(O3xhhrdvtw9mjjq9)   #2022非洲杯   喀麦隆非洲杯开幕式，浓郁的非洲气息让快乐加倍，狂野大陆再次被足球席卷，魅力四射的足球风让人羡慕嫉妒 #以球之名,2022-01-12 15:44:57,4944,31666,快手足球
今天下午不直播了，去兰州吃喜酒去了😊,2022-01-12 15:45:07,24462,162833,拉面姐专业教学
"#快手音乐人  #冬奥百人大咖团  #超Nice大会 
 @快手粉条(O3xhcy6vhfzcu3qe)  @快手正能量(O3xzwm4cm5yxi55u)  @快手光合作者助手(O3xxpf2m4brbf3pe)",2022-01-12 15:46:41,4095,137966,巴州大美
#家乡年味 #聚餐吃点啥,2022-01-12 15:50:59,6169,53450,树恋藤美食
#光合分助成长 #手机摄影 #摄影构图 人像摄影，小白入门构图技巧，你学废了吗,2022-01-12 15:54:57,29716,16320,。-心结
图片与实物相符哦 #谁能拒绝泰国路边摊 #vlog我的日常 #街头美食,2022-01-12 15:55:33,13221,232933,泰国阿航
#集结吧光合创作者 #对口型,2022-01-12 15:56:09,4288,9250,天天小可爱♧
你们知道第一名它是什么皮肤嘛？ #游戏 #和平精英,2022-01-12 15:57:58,51847,54100,和平精英✨二哥
声物课粉丝连麦第三弹 #沙雕 #动漫 #搞笑,2022-01-12 15:59:30,66624,100900,声物课
#苏新皓翻唱年轮视频 #苏新皓 在15岁的第一天翻唱《年轮》把温柔的歌声带给粉丝！#苏新皓生日快乐,2022-01-12 16:04:06,190082,26400,湖南娱乐
小湖能问:弟弟的自拍是为了秀秀手机壳吗？ 嗯，很潮！#贺峻霖 #时代少年团 #贺峻霖的手机壳好喜庆,2022-01-12 16:04:16,185088,6000,湖南娱乐
帅哥贴身物品大揭密！哪个是你最想要的？#小鱼海棠,2022-01-12 16:05:00,234371,277980,小鱼海棠
#西安 两工人住毛坯房21天，靠吃60多桶泡面维生,2022-01-12 16:05:25,16096,6625,紫金山视频
看来灭霸打响指是在拯救地球！#快手娱乐星熠计划第五期  #集结吧光合创作者  #快接单快手创作者激励计划  @快手热点,2022-01-12 16:07:29,35666,220320,吾爱剪辑
就这样爷爷成了妮妮下课后第一时间奔向的人！ #关注罕见病宝贝,2022-01-12 16:16:56,198873,11933,蓝妮妮是地球的🎈
盘点2个不为人知的手帐胶带，平价但巨惊艳 #手帐 #手帐分享 #好物分享,2022-01-12 16:24:07,15001,22350,手帐收藏家
人，生而平等 别让农民工的汗水变成泪水#剧情 #正能量,2022-01-12 16:29:40,2444,129520,丁丁大哥
"又到吃腊猪蹄的时候了，记得小时候“炖腊猪蹄”都是过年的时候吃！越啃越香_x000D_
 #农村美食  #我的乡村生活  #腊猪蹄 ",2022-01-12 16:30:00,81586,137600,钞可爱~
万物皆可换弹！当生活中加入换弹音效，网友：小时候的梦想成真了 #万物皆可换弹 #换弹配音 #骚操作 ,2022-01-12 16:30:00,39064,91280,游戏杠小精
这一下子，不比节目精彩多了？#创作灵感 #新年一整个被虎住了,2022-01-12 16:34:05,6499,79062,三三的喃九
 @小曲同学(O3xyqramyp2vbskq) 的精彩视频,2022-01-12 16:35:06,11204,11100,小曲同学
"音频禁用！求热门！！！  #触漫 #穿越 
 @触漫(O3xb7b9enz5pbpjq) @制作组元气兔🐰(O3xx8gdfey85zknm)
yc @小江(O3xj7ksa5z75bvh6) 
一帮我配的",2022-01-12 16:36:51,130515,21366,音雪在余音等你
山海经人类起源之谜？ #国学 #集结吧光合创作者 #读书,2022-01-12 16:39:05,72464,100233,乐天易数（收徒中）
出演反派被人熟知，你是在哪部剧认识他的？ #杜玉明 #快手超级大影迷 #演员,2022-01-12 16:39:22,49462,132960,影娱国度
领居家面馆的恩爱夫妻，居然是一个人假扮的！ #快手漫动力  #二次元新星  #快手原创动漫  @快手二次元(O3x52iyv6bx2chie)  @快手创作者中心(O3xrgtux2ehryffe) ,2022-01-12 16:42:24,48145,135791,魄罗帝哟
冷门玩法！！吊打6三星圣盾大嘴 男刀：重现帝国荣光！#云顶之弈 ,2022-01-12 16:42:30,11224,89733,九凡（干货教学）
你们选几号，看看你们选的是不是最漂亮的...#美妆 #盲选挑战 #美女 ,2022-01-12 16:43:29,244983,245166,卡卡不只会化妆
#记录我的农村生活 #农村美食 #美食@快手三农@快影学院@快手热点。今天我用卤料包给我爷爷奶奶做一个小鸡炖土豆干吃，每天分享我们的农村生活，希望能给叔叔阿姨带来开心快乐，感谢支持🙏,2022-01-12 16:45:29,18657,115800,农村娃宇弟
打卡第十一天，对比第一天，腿是真的肉眼可见的细了一大圈，确定不一起来打卡吗 #健身打卡 #瘦腿 #帕梅拉,2022-01-12 16:45:48,22613,20600,四里闪闪
大家好，我是朱竹青，你们猜下一个出现的会是谁？#一柠与朱竹青 #斗罗大陆唐三小舞 #快手短剧MCN影响力大赛 ,2022-01-12 16:46:00,167945,36866,一柠与朱竹清
#古蛇传 电影镜头下的古蛇,2022-01-12 16:47:20,8294,10533,凶残小白兔lilith
#白巧克力 #美食  @快手热点(O3xddgkd5fav5if9) 🌚🌝,2022-01-12 16:48:36,24874,39383,宫某某🌚🌞🌝
10分钟自制街边火辣炸串！淀粉肠、肉肠、豆皮卷生菜蘸着料太香了！隔离居家小天才！ #炸串  #蛋糕  #快手美食 ,2022-01-12 16:50:00,239367,252566,小贝饿了
你们要的余燃他回来了 #骸骨王座  #快手漫动力  #漫画推荐 ,2022-01-12 16:56:32,2592,127040,阿沫动漫解说
"拆出你未来的高中同桌❤️樱花校园模拟器盲盒系列
 #樱花校园模拟器 #盲盒 #同桌 @快手光合作者助手(O3xxpf2m4brbf3pe) @快手热点(O3xddgkd5fav5if9) @快手粉条(O3xhcy6vhfzcu3qe)",2022-01-12 16:59:00,32470,95783,追梦查.（冲25万）
假如狮子座是学霸 @快手二次元(O3x52iyv6bx2chie) #十二星座 #星座狗 #冬日暴击,2022-01-12 16:59:18,30173,71946,星座狗联盟
你们住酒店都会带什么？快艾特闺蜜来看！#酒店  #女性安全  #沉浸式  ,2022-01-12 16:59:51,162580,59880,爱化妆的二双
在如今高速发展的时代，看清#趋势  比勤奋更加重要。请耐心看完视频没准可以让你踩准下一个风口#认知  #商业思维,2022-01-12 17:00:00,9174,290480,三臧商业模式
全网都在刷屏的《孤勇者》这样唱超好听！ #孤勇者  #陈奕迅  #学唱歌 ,2022-01-12 17:00:35,770302,74282,韵桀唱歌教学
独居女生注意！！！ 自我保护真的不要只是说说而已#沉浸式 #女生安全 #独居安全,2022-01-12 17:01:38,126350,49440,爱化妆的敏敏子
有点子酷不？今天,2022-01-12 17:01:47,410185,6433,张予曦
独立自主，荆条有序，这是我喜欢你的样子#日本 #Vlog日常,2022-01-12 17:02:21,40098,67033,阳仔0409（在日本）
这次期末没人是我的对手！ #期末考试 #寒假,2022-01-12 17:04:05,467000,16600,阿星和阿奇
大冬天的到老北京著名老字号砂锅居喝酒吃肉，快哉 #北京美食 #吃货冲哥 #美食探店 @快手热点(O3xddgkd5fav5if9),2022-01-12 17:05:39,2318,139600,吃货冲哥的美食日记
知恩图报的岳云鹏 #明星 #娱乐 #岳云鹏,2022-01-12 17:06:16,104194,58383,商界故事
你们要的后续来了...那天打了好多把都抢不过他的淘汰王，那就他猛一点吧#和平精英  #游戏日常  他最后说话好搞事情.,2022-01-12 17:07:59,126419,136783,和平精英💫蒋蒋
陪男朋友见家长，竟然被婆婆嫌弃...#美妆 #沉浸式化妆 #街头化妆,2022-01-12 17:08:05,585884,131166,美妆嘉嘉
做人要懂礼仪，懂得尊重人，懂得鄙人者人恒鄙只，敬人者人恒敬之，要知道甜言慰语三冬暖，恶语伤人六月寒。#剧星大赛 #天生我有戏 #短剧MCN影响力大赛 ,2022-01-12 17:10:00,41931,225280,黑蛋哥【黑蛋联盟】
我今生今世应该不会再恋爱了…… #搞笑 #何晟铭,2022-01-12 17:11:03,17267,31680,何晟铭
马上过年了，年夜菜要学会这道招财进宝，外酥里嫩非常好吃 #美食带货官 @快手热点(O3xddgkd5fav5if9),2022-01-12 17:12:05,4830,44066,圆子小厨
日本闺蜜的出门约会5部曲，也太精致了吧！ #日本女生 #在快手看海外 #日本,2022-01-12 17:13:05,3079,71500,是夸夸呀
西安#疫情封控 邻居家没人，狗饿得直叫，男子隔墙扔馒头，投喂10多天。#爱心发射,2022-01-12 17:13:35,5248,14100,掌心长兴
红尘给大家表演如何在一个地方摔三次 #侠客红尘  #反转 ,2022-01-12 17:15:00,79375,38521,侠客小耶（侠客家族）
外面12度，可我怀里有37度，但我还是建议你去玩大摆锤，因为那里有360度,2022-01-12 17:15:29,9087,8600,🍒幺幺baby  .
这草真难缠啊 #次元迎新大作战  #冬日暴击  #集结吧光合创作者    ,2022-01-12 17:15:59,60905,35680,聚猿创团队脑洞中心
谁说我是文盲来着？ #快手汽车人年度大赏 #2022心愿车 @快说车(O3xmjg3s9yifxav2),2022-01-12 17:22:29,316783,34800,说车的阿飞
“即便是S亡，也是奔赴向你的姿势”#宠物 #快手漫动力 #冬日暴击 ,2022-01-12 17:24:07,269903,62900,喵掌柜老李
椰汁糕椰汁糕小时候吃的椰汁糕@快手美食(O3xjgwdr9sfzyx89),2022-01-12 17:24:41,80426,11400,鸭鸭零食
"1/35 全gk件 预组装 牛高达 & 沙扎比
 #集结吧光合创作者 #冬日暴击 #快手有潮ONE",2022-01-12 17:25:32,2715,30833,少木示
太理智的人总是爱到一半就退缩 #双鱼座 #原创,2022-01-12 17:27:25,32679,7029,留家豪🌧️
"看来年前破不了30w了 
 #cf手游新春大赏 #游戏凡星计划 #我和射击游戏的2021",2022-01-12 17:27:39,13831,96066,CFM.野九
#颜值,2022-01-12 17:28:26,32340,7400,纯情 的野王
💕💕💕 #摇一摇 #可爱女生,2022-01-12 17:29:59,86595,11433,梦婧  /.
表姐花60一斤买的猪尾巴，你们说她怎么这么要赢……#我和我的家乡美食 #美食分享 #猪尾巴 ,2022-01-12 17:30:00,5705,155440,三妹小院
此时，一位热心网友跃跃欲试……#成人零基础舞蹈培训  #舞蹈课堂随拍  ,2022-01-12 17:30:00,5347,12240,单色舞蹈中国舞培训
信心满满发起反击，不料高估了自己的能力 #冬日暴击 #次元迎新大作战,2022-01-12 17:30:56,560781,123583,开心锤锤
「陶白白」与十二星座谈恋爱的好处 #星座  #情感  #恋爱  @快手创作者中心(O3xrgtux2ehryffe) ,2022-01-12 17:30:59,88471,182566,陶白白Sensei
#集结吧光合创作者 #二次元 #难渡半生,2022-01-12 17:32:32,11927,17300,小熊✔动漫
2006年华语乐坛有多“疯狂”？首首都是神曲！20年内恐难以超越 #周杰伦  #陈奕迅  #林俊杰,2022-01-12 17:33:25,28548,486480,商圈第一线
农村平房一定这样建，下架空，上阁楼 #农村自建房 #农村生活 #农村别墅,2022-01-12 17:34:19,24756,16700,住宅公园
时代进了一步，兄弟齐心共创辉煌 #建筑工地 #超级段子手计划,2022-01-12 17:35:34,18625,117300,钟哥过场多
这题能做对的都是学霸！#学习方法 #思维  #期末复习方法,2022-01-12 17:36:19,12753,65560,北大傲德学习力
各手机品牌最大优势第二弹！ #记录我的数码生活,2022-01-12 17:36:55,4704,24366,老实人廖同学
# 快手娱乐星熠计划第五期 #我在快手追好剧 #快手放映室 #历史故事 @快手热点(O3xddgkd5fav5if9) 一张天价欠条，却体现出了浓浓的军民鱼水情,2022-01-12 17:38:03,33254,195766,奇妙影视
“还是谢谢你的出现，一开始我的生活本来就没有你的，谢谢你的突然出现，给我的生活带来一段，特别有意义的日子.” #情感 #文案 #手机摄影,2022-01-12 17:38:39,35564,9966,度洛西汀文案馆
这样的闺蜜不要也罢 #塑料姐妹花 #迪迦 #小黄鸭,2022-01-12 17:39:02,9566,11666,黄鸭小妹妹
小松鼠演技真好！ #松鼠 #萌宠 #花栗鼠,2022-01-12 17:39:44,7690,14950,小松鼠普洱
我相信你也可以！@情弟儿(O3x9u5zh9yuk369s) #和平精英,2022-01-12 17:39:54,33286,85166,兔妞
▲店基上方观看完整影片 这功能也是没谁了 #快手娱乐星熠计划第五期 #2021生态开放大会 #星熠萌新计划 @快手热点(O3xddgkd5fav5if9),2022-01-12 17:41:24,6608,146116,尘世爱剪辑
光很温柔 你们也是 #少年感 #侧颜,2022-01-12 17:42:31,195444,8033,嘉尚传媒
你没吃过的奶茶小料 #快手小管家,2022-01-12 17:43:16,1718,23600,朵朵吃不饱吖~
1037话情报：路飞这次终于有点牌面了！#海贼王 #路飞 #次元迎新大作战 ,2022-01-12 17:45:29,16296,180280,海贼小迷弟
节目组在冰块中藏电话，即使没有工具，孙红雷破冰速度依旧第一#综艺 #极限挑战 #搞笑,2022-01-12 17:48:21,58142,174240,东方星追综
#温柔主播 家银们这一波属实是破防了,2022-01-12 17:50:07,158195,54666,雨辰___温柔主播
有些路口不能直接右转，你看懂了吗？ #遵守交通规则 #交通安全小常识 #安全文明驾驶,2022-01-12 17:54:52,1743,11900,全安驾校-钟老师
男人的快乐就是这么简单 #聚会游戏  #冰桶挑战 ,2022-01-12 17:55:58,3486,66020,噗哧办公室
二十年，一代人用青春证明，热爱也能成就未来！#电子竞技 #亚运会 #王者荣耀 ,2022-01-12 17:56:58,11575,75966,一串小鱼干
这么简单，应该没人不会吧？ #天生我有戏 #快手短剧MCN影响力大赛,2022-01-12 17:57:35,36446,67120,侠客阿坤
@快说车(O3xmjg3s9yifxav2) #快说车 #快手汽车人年度大赏 #2022心愿车,2022-01-12 17:59:20,28563,61033,大可说车
结一次婚就S一个人？美貌寡妇，不为人知的秘密~ #剧本杀  #海龟汤  #是不是 ,2022-01-12 18:00:00,24299,95360,摸鱼办公室
夫夫恩爱原片泄露了！#文轩 #刘耀文 #宋亚轩,2022-01-12 18:00:00,9650,27708,糖份产粮所
年夜饭之蒜仔黄花鱼#黄花鱼 #年夜饭 #美食教程 ,2022-01-12 18:00:00,42055,298033,厨匠东哥
小姑子在娘家不好好做客，撺掇亲妈教育嫂子，亲哥这样做...#剧情,2022-01-12 18:00:00,140711,257716,胖子阿升
一句话引发峡谷大乱？！元芳：别让人传话，信我！#王者荣耀 #荣耀萤火计划 #原创同人动画 ,2022-01-12 18:00:00,117632,91320,是脑洞君啊
吃饭不积极思想有问题，美食博主推荐来啦！#美食博主推荐 #美食教程 #美食vlog,2022-01-12 18:00:40,44517,58280,美妆暴走团
现任一定会输给前任吗？ #短剧MCN影响力大赛  #天生我有戏  @0糖0卡(O3xwbwddxcjgyu5i) ,2022-01-12 18:02:15,185092,161980,权笑一
哈哈，之前好多使用原声得，今天再发一遍 #青春老男孩 #讲究人,2022-01-12 18:04:52,165509,20100,青春老男孩
万爱千恩百般苦，疼我孰知是父母，快过年了为100岁奶奶做一张卯榫的桌子，你们的奶奶多少高寿了呢？#民间手艺人 #春节新知锦囊 #春节气氛组 @快手热点(O3xddgkd5fav5if9),2022-01-12 18:05:44,36455,72366,山里的木匠
点△△△上方，《保卫延安》第14集，可看后续 #快手娱乐星熠计划第五期 #星熠萌新计划 #勿忘国耻牢记历史,2022-01-12 18:07:44,1502,224320,琼瑶郎
这下好了，挑食的毛病没治好，还让他更离不开零食了！！！ #宠物成精了 #猫咪的迷惑行为 #记录猫咪日常的生活,2022-01-12 18:08:06,37274,16900,多宝是矮脚呀
#麻花特开心 #黄才伦 这口才不愧是 #沈腾 带进公司的人，给 #马丽 气坏了,2022-01-12 18:10:35,4126,29733,超皮优酷君
火星上的水手峡谷，是太阳系中已知最大的峡谷#科普 #火星探测 #寻找快手科普达人,2022-01-12 18:11:19,4663,148933,科学号飞船
出游古建筑不会拍，学会这3个小技巧#手机摄影 #拍照技巧 #古建筑之美,2022-01-12 18:12:06,9278,18116,中国黑虎摄影
#晚间分享 快来一起护肤😎,2022-01-12 18:13:35,14981,209316,明慧宝贝啊
#我能做你的动态壁纸吗,2022-01-12 18:14:04,30039,7100,一坨小红花_0519
快快快 行动起来吧@不是凡哥(O3xdjjtmihmnd9t9) #苹果原相机后置 #自己diy包包 #日常volg,2022-01-12 18:14:25,88517,192866,大脸思妹R
#健身教学 每天早起20分钟，身体更健康#居家健身有新招 #健身打卡迎新年,2022-01-12 18:14:52,43095,27600,虎哥健身教练-健身课堂
是我大意今天又换夹了… #蒙眼铲零花钱挑战 #家乡年味 #聚餐吃点啥,2022-01-12 18:14:55,109581,81000,甜甜的胖熙 🌶️
#鸭子 妈妈不小心孵化了一只#鳄鱼 ，鳄鱼长大后，还整天回家跟兄弟姐妹们一起睡觉......是#妈宝 鳄鱼没错了,2022-01-12 18:15:00,88835,7643,浙样红TV
"""童话故事都是假的 骑士会永远守护公主，但是公主永远会嫁给王子"" #热文案 #文案 #手机摄影",2022-01-12 18:17:39,361627,11733,sy.秋 收徒
每天都搞花样 #情侣日常 #万宁与晚安,2022-01-12 18:17:41,133616,68100,晚安的日记🕓
生日快乐婉！以后的每一年我都不会缺席～不准再emo了要开开心心的 #纯友谊,2022-01-12 18:20:36,108031,78700,小李朝ye
古代的门禁卡给你们看看 #翡翠  #缅甸翡翠  #手艺人 ,2022-01-12 18:23:24,1400,139133,哈轩翡翠
中俄友谊长长久久！ #外国美女,2022-01-12 18:25:04,279287,19666,安娜在海南
真正意义上的青春都是有遗憾的 #起风了 #吉他 #18年的夏天,2022-01-12 18:26:06,15559,32766,弹吉他的鸽子
老铁们，我就说这事儿不能管吧？ #台球技巧 #台球路人局,2022-01-12 18:27:23,51275,178350,乔氏台球刘鑫
矿道中的奇怪生物上#我的世界 #MC  ,2022-01-12 18:29:53,27140,88700,解说少轩
或许友情爱情都需要考验，最后一刻，我才知道只有亲情才是根深蒂固 #快手短剧MCN影响力大赛 #快手小剧场,2022-01-12 18:32:22,41556,190233,杨小洋
您怎么也想不到我还用古老的方式取暖#集结吧光合创作者 #整个硬菜过大年 #迎大寒  @隔壁大兰(O3x4x9mkmzy3qdae)  @东北柱子农村生活(O3xdz3pmawgmh3fa)  @东北山哥【记录生活】(O3xd52ckkyykhmag),2022-01-12 18:32:23,366714,140933,大侠记录生活🍁
这才叫剑舞呢！#公孙大娘  ,2022-01-12 18:32:29,26167,98333,夏夜故事汇
“输了就是输了，这说明什么呀，小朋友，还得练” #声控 #叶修 #配音,2022-01-12 18:32:51,363366,19183,澈洌
"放假啦！你们放假了吗？
以后就是一日一更啦！开心🥳 @快手才艺(O3xhm8juz2wtvrmq) @快手粉条(O3xhcy6vhfzcu3qe) #我的日常vlog",2022-01-12 18:36:33,71246,110100,ʕ •ᴥ•ʔ 懒哥儿💕
#创作灵感 #搞笑幽默 #沙雕 都说了没骗你，帮你试有没有毒呢@快手小剧场(O3xzg2swytj5wmec) @快手热点(O3xddgkd5fav5if9),2022-01-12 18:40:08,60242,39650,故人终究是故人
#videostar教程  非常适合初学者的速度教程！来自：@晚安小优💤,2022-01-12 18:40:19,33061,59700,VideoStar
面对心机深沉的控制狂丈夫，为了收集证据离婚，为自己和孩子的安全只能继续将计就计装疯卖傻；#致命爱人  #快手星芒短剧  #快手小剧场  ⚠️短剧角色为虚构剧情演绎需要，请勿模仿！,2022-01-12 18:41:00,50745,172600,艾青的女人剧场
#集结吧光合创作者,2022-01-12 18:41:11,9280,369866,涛哥异栈
“所以我们仿的还算成功吗”@沈辞er.🍓(O3xekku6c9r8kypq) #所以我仿的还算成功吗,2022-01-12 18:41:35,90689,7600,付守东
如果你们喜欢我，希望你们能动动你们的小手  #混血儿 #混血,2022-01-12 18:43:17,202470,9509,外国女孩莉娅
爱要有担当，更不要有势利眼#乳酸菌小口袋面包  #零食推荐,2022-01-12 18:44:05,12495,198633,🐑安琪百货
居家隔离20天后的我，吃饭已经不是以好吃为目的了！#野球帝Courtman #ChaseTheMoment @实战野球帝(O3xhwvrsub8hsf7i),2022-01-12 18:45:21,32777,23333,风一样的男子🏀郭小洋
#徐冬冬 这是我第几次演外国人？ #电影纹身,2022-01-12 18:45:39,785754,9866,徐冬冬
抓现形了吧 #快手宠物天团,2022-01-12 18:46:16,8656,45350,奔跑吧哈士奇
@快手粉条(O3xhcy6vhfzcu3qe)  @快手创作者中心(O3xrgtux2ehryffe) # #想家的时候唱一首想家的歌 #唱一首想家的歌送给在外打拼的人们 #点开视频的家人双击加关注  谢谢！,2022-01-12 18:46:28,16842,154033,茗歌🎤🎤
陕西小吃：粉汤羊血做法，高汤浇透，麻辣鲜香，吃到嘴角发麻，再喝一口汤，撩咋咧。 #整个硬菜过大年 #宅在家里做美食,2022-01-12 18:46:32,9182,116000,陕西老乔小乔父子档
