title,time,realLikeCount,duration,auth,tags,totcomment,comtext,comrealLikedCount,comauth
"把禁😳
 #CF手游 #CF手游六周年",2021-12-23 17:55:25,421,69166,CFM•小暖【瞬界】,CF手游六周年|CF手游,19.0,邯郸永年第一狙在这[生气],1,CFM•骚狙【瞬界】
cf手游要出两把唐刀，唐刀终于要出了#Cf手游 #CF手游六周年 #游戏凡星计划,2021-12-30 22:08:07,343,40166,小霸王解说呐,CF手游六周年|游戏凡星计划|Cf手游,73.0,希望做任务送[奸笑],14,CFM 梅州保哥
cf手游要出两把唐刀，唐刀终于要出了#Cf手游 #CF手游六周年 #游戏凡星计划,2021-12-30 22:08:07,343,40166,小霸王解说呐,CF手游六周年|游戏凡星计划|Cf手游,73.0,肯定是端游的方式，但是重击每下都能死，然后出英雄级，跟斩神刀一样要觉醒[柴犬],7,朝巴少年
cf手游要出两把唐刀，唐刀终于要出了#Cf手游 #CF手游六周年 #游戏凡星计划,2021-12-30 22:08:07,343,40166,小霸王解说呐,CF手游六周年|游戏凡星计划|Cf手游,73.0,帮个忙好吧！我是微信区[大哭],1,沐澄
cf手游要出两把唐刀，唐刀终于要出了#Cf手游 #CF手游六周年 #游戏凡星计划,2021-12-30 22:08:07,343,40166,小霸王解说呐,CF手游六周年|游戏凡星计划|Cf手游,73.0,我希望能把子涵的那个刀攻击方式改一下，打僵尸的时候好难受啊，要转一圈，扇子倒是不错，可惜并不能进入生化。给子涵改改吧。,0,初এ᭄晴
cf手游要出两把唐刀，唐刀终于要出了#Cf手游 #CF手游六周年 #游戏凡星计划,2021-12-30 22:08:07,343,40166,小霸王解说呐,CF手游六周年|游戏凡星计划|Cf手游,73.0,可惜不是永九的只有七天,0,爱玩使命召唤和和平精英
cf手游要出两把唐刀，唐刀终于要出了#Cf手游 #CF手游六周年 #游戏凡星计划,2021-12-30 22:08:07,343,40166,小霸王解说呐,CF手游六周年|游戏凡星计划|Cf手游,73.0,免费的话一到指定死不了如果得充的话指定一刀死先不要着急反驳我因为策划就这样,0,CFM一小杰
cf手游要出两把唐刀，唐刀终于要出了#Cf手游 #CF手游六周年 #游戏凡星计划,2021-12-30 22:08:07,343,40166,小霸王解说呐,CF手游六周年|游戏凡星计划|Cf手游,73.0,糖刀,0,长歌
cf手游要出两把唐刀，唐刀终于要出了#Cf手游 #CF手游六周年 #游戏凡星计划,2021-12-30 22:08:07,343,40166,小霸王解说呐,CF手游六周年|游戏凡星计划|Cf手游,73.0,端游的我都有了，不过重击要两刀,0,坏乐boy
cf手游要出两把唐刀，唐刀终于要出了#Cf手游 #CF手游六周年 #游戏凡星计划,2021-12-30 22:08:07,343,40166,小霸王解说呐,CF手游六周年|游戏凡星计划|Cf手游,73.0,金刚伞咋不出,0,囚白.☃️
cf手游要出两把唐刀，唐刀终于要出了#Cf手游 #CF手游六周年 #游戏凡星计划,2021-12-30 22:08:07,343,40166,小霸王解说呐,CF手游六周年|游戏凡星计划|Cf手游,73.0,什么时候更新呀,0,段一博😊😊❤
cf手游要出两把唐刀，唐刀终于要出了#Cf手游 #CF手游六周年 #游戏凡星计划,2021-12-30 22:08:07,343,40166,小霸王解说呐,CF手游六周年|游戏凡星计划|Cf手游,73.0,重击一刀还死不了，100%冷门,1,sn。
cf手游要出两把唐刀，唐刀终于要出了#Cf手游 #CF手游六周年 #游戏凡星计划,2021-12-30 22:08:07,343,40166,小霸王解说呐,CF手游六周年|游戏凡星计划|Cf手游,73.0,端游我我都有,0,一人行233
cf手游要出两把唐刀，唐刀终于要出了#Cf手游 #CF手游六周年 #游戏凡星计划,2021-12-30 22:08:07,343,40166,小霸王解说呐,CF手游六周年|游戏凡星计划|Cf手游,73.0,棒棒棒[666][666][666][火][火][火][赞][赞][赞][赞],0,笑口常开😊
cf手游要出两把唐刀，唐刀终于要出了#Cf手游 #CF手游六周年 #游戏凡星计划,2021-12-30 22:08:07,343,40166,小霸王解说呐,CF手游六周年|游戏凡星计划|Cf手游,73.0,有人知道扭蛋机保底的金蛋是必出武器的吗[柴犬],0,NNnian
cf手游要出两把唐刀，唐刀终于要出了#Cf手游 #CF手游六周年 #游戏凡星计划,2021-12-30 22:08:07,343,40166,小霸王解说呐,CF手游六周年|游戏凡星计划|Cf手游,73.0,这个绿色的刀那个角色自带的？,0,阿~呆呆
cf手游要出两把唐刀，唐刀终于要出了#Cf手游 #CF手游六周年 #游戏凡星计划,2021-12-30 22:08:07,343,40166,小霸王解说呐,CF手游六周年|游戏凡星计划|Cf手游,73.0,二连击绝对NB,0,̶破̶局̶
cf手游要出两把唐刀，唐刀终于要出了#Cf手游 #CF手游六周年 #游戏凡星计划,2021-12-30 22:08:07,343,40166,小霸王解说呐,CF手游六周年|游戏凡星计划|Cf手游,73.0,我用五龙至尊,0,cfm时欢
cf手游要出两把唐刀，唐刀终于要出了#Cf手游 #CF手游六周年 #游戏凡星计划,2021-12-30 22:08:07,343,40166,小霸王解说呐,CF手游六周年|游戏凡星计划|Cf手游,73.0,@总是他开始.(O3x8knkdh7v9ex92),0,女·刀
cf手游要出两把唐刀，唐刀终于要出了#Cf手游 #CF手游六周年 #游戏凡星计划,2021-12-30 22:08:07,343,40166,小霸王解说呐,CF手游六周年|游戏凡星计划|Cf手游,73.0,问个问题，开月卡不是会返当天花的钻石的10%吗，那升级月卡能不能返钻[疑问],2,solitary’
cf手游要出两把唐刀，唐刀终于要出了#Cf手游 #CF手游六周年 #游戏凡星计划,2021-12-30 22:08:07,343,40166,小霸王解说呐,CF手游六周年|游戏凡星计划|Cf手游,73.0,平民玩家也不用想了，这肯定是充钱的。,0,扬帆起航30538
"今天有一丢丢煽情了！毕竟不知不觉CF手游都已经六周年了！
祝CF手游生日快乐🎂   求你今天暴率高一点吧！ #CF手游 #CF手游六周年",2021-12-16 19:15:44,14663,126900,cf手游阿浩（全能男孩）,CF手游六周年|CF手游,914.0,看浩哥直播也快六年了[抱抱],182,彬彬彬彬k.
"今天有一丢丢煽情了！毕竟不知不觉CF手游都已经六周年了！
祝CF手游生日快乐🎂   求你今天暴率高一点吧！ #CF手游 #CF手游六周年",2021-12-16 19:15:44,14663,126900,cf手游阿浩（全能男孩）,CF手游六周年|CF手游,914.0,学习刘华强[吃瓜],36,苍穹之上；
"今天有一丢丢煽情了！毕竟不知不觉CF手游都已经六周年了！
祝CF手游生日快乐🎂   求你今天暴率高一点吧！ #CF手游 #CF手游六周年",2021-12-16 19:15:44,14663,126900,cf手游阿浩（全能男孩）,CF手游六周年|CF手游,914.0,怎么现在这么多人都发这个？,69,枫枫
"今天有一丢丢煽情了！毕竟不知不觉CF手游都已经六周年了！
祝CF手游生日快乐🎂   求你今天暴率高一点吧！ #CF手游 #CF手游六周年",2021-12-16 19:15:44,14663,126900,cf手游阿浩（全能男孩）,CF手游六周年|CF手游,914.0,真实又良心的主播，一股清流，支持支持,52,小嘎几
"今天有一丢丢煽情了！毕竟不知不觉CF手游都已经六周年了！
祝CF手游生日快乐🎂   求你今天暴率高一点吧！ #CF手游 #CF手游六周年",2021-12-16 19:15:44,14663,126900,cf手游阿浩（全能男孩）,CF手游六周年|CF手游,914.0,就是看单挑认识你的 爱你的心永不会变[爱心],44,欧阳强强.
"今天有一丢丢煽情了！毕竟不知不觉CF手游都已经六周年了！
祝CF手游生日快乐🎂   求你今天暴率高一点吧！ #CF手游 #CF手游六周年",2021-12-16 19:15:44,14663,126900,cf手游阿浩（全能男孩）,CF手游六周年|CF手游,914.0,想当初为了龙炮，为了英雄礼包，为了潜龙之啸，奋斗了多少个夜晚，六年了我一直都在。,14,慕♪远
"今天有一丢丢煽情了！毕竟不知不觉CF手游都已经六周年了！
祝CF手游生日快乐🎂   求你今天暴率高一点吧！ #CF手游 #CF手游六周年",2021-12-16 19:15:44,14663,126900,cf手游阿浩（全能男孩）,CF手游六周年|CF手游,914.0,当时不是60V60吗,7,sy-:
"今天有一丢丢煽情了！毕竟不知不觉CF手游都已经六周年了！
祝CF手游生日快乐🎂   求你今天暴率高一点吧！ #CF手游 #CF手游六周年",2021-12-16 19:15:44,14663,126900,cf手游阿浩（全能男孩）,CF手游六周年|CF手游,914.0,，,0,苹果伟（啥都发）
"今天有一丢丢煽情了！毕竟不知不觉CF手游都已经六周年了！
祝CF手游生日快乐🎂   求你今天暴率高一点吧！ #CF手游 #CF手游六周年",2021-12-16 19:15:44,14663,126900,cf手游阿浩（全能男孩）,CF手游六周年|CF手游,914.0,前榜几圆梦哇？,0,Nick · Young
"今天有一丢丢煽情了！毕竟不知不觉CF手游都已经六周年了！
祝CF手游生日快乐🎂   求你今天暴率高一点吧！ #CF手游 #CF手游六周年",2021-12-16 19:15:44,14663,126900,cf手游阿浩（全能男孩）,CF手游六周年|CF手游,914.0,和我一样，现在玩和平,0,亡灵。
"今天有一丢丢煽情了！毕竟不知不觉CF手游都已经六周年了！
祝CF手游生日快乐🎂   求你今天暴率高一点吧！ #CF手游 #CF手游六周年",2021-12-16 19:15:44,14663,126900,cf手游阿浩（全能男孩）,CF手游六周年|CF手游,914.0,我玩了也快6年了,1,叫文刂川页  口巴
"今天有一丢丢煽情了！毕竟不知不觉CF手游都已经六周年了！
祝CF手游生日快乐🎂   求你今天暴率高一点吧！ #CF手游 #CF手游六周年",2021-12-16 19:15:44,14663,126900,cf手游阿浩（全能男孩）,CF手游六周年|CF手游,914.0,豪哥，你怎么知道我喜欢那风之子卡卡？我就想卡着别人，让别人不敢动,1,晚风 酒辞ฅ～互动
"今天有一丢丢煽情了！毕竟不知不觉CF手游都已经六周年了！
祝CF手游生日快乐🎂   求你今天暴率高一点吧！ #CF手游 #CF手游六周年",2021-12-16 19:15:44,14663,126900,cf手游阿浩（全能男孩）,CF手游六周年|CF手游,914.0,以前玩的是荒岛特训[赞],0,阳叔  Music
"今天有一丢丢煽情了！毕竟不知不觉CF手游都已经六周年了！
祝CF手游生日快乐🎂   求你今天暴率高一点吧！ #CF手游 #CF手游六周年",2021-12-16 19:15:44,14663,126900,cf手游阿浩（全能男孩）,CF手游六周年|CF手游,914.0,以前的是M 58 50大洋回不来了,0,疒ン态女ˇ168
"今天有一丢丢煽情了！毕竟不知不觉CF手游都已经六周年了！
祝CF手游生日快乐🎂   求你今天暴率高一点吧！ #CF手游 #CF手游六周年",2021-12-16 19:15:44,14663,126900,cf手游阿浩（全能男孩）,CF手游六周年|CF手游,914.0,再也不回来了我太难受了我还想玩C F,0,疒ン态女ˇ168
"今天有一丢丢煽情了！毕竟不知不觉CF手游都已经六周年了！
祝CF手游生日快乐🎂   求你今天暴率高一点吧！ #CF手游 #CF手游六周年",2021-12-16 19:15:44,14663,126900,cf手游阿浩（全能男孩）,CF手游六周年|CF手游,914.0,你别说了再也回不来了,0,疒ン态女ˇ168
"今天有一丢丢煽情了！毕竟不知不觉CF手游都已经六周年了！
祝CF手游生日快乐🎂   求你今天暴率高一点吧！ #CF手游 #CF手游六周年",2021-12-16 19:15:44,14663,126900,cf手游阿浩（全能男孩）,CF手游六周年|CF手游,914.0,15年我上小学五年级[捂脸],2,听海说浪
"今天有一丢丢煽情了！毕竟不知不觉CF手游都已经六周年了！
祝CF手游生日快乐🎂   求你今天暴率高一点吧！ #CF手游 #CF手游六周年",2021-12-16 19:15:44,14663,126900,cf手游阿浩（全能男孩）,CF手游六周年|CF手游,914.0,加油阿浩[赞],0,PUBG小丰＿😜
"今天有一丢丢煽情了！毕竟不知不觉CF手游都已经六周年了！
祝CF手游生日快乐🎂   求你今天暴率高一点吧！ #CF手游 #CF手游六周年",2021-12-16 19:15:44,14663,126900,cf手游阿浩（全能男孩）,CF手游六周年|CF手游,914.0,真的，我就刚接触CF手游的时候，我那会儿正在看陈子豪的直播，当时我就把陈子豪定为自己的偶像，但现在真的很少很少见到陈子豪了,0,义阳
"今天有一丢丢煽情了！毕竟不知不觉CF手游都已经六周年了！
祝CF手游生日快乐🎂   求你今天暴率高一点吧！ #CF手游 #CF手游六周年",2021-12-16 19:15:44,14663,126900,cf手游阿浩（全能男孩）,CF手游六周年|CF手游,914.0,我当时不敢去僵尸房,1,逃跑
CF手游：AK47奉先迎战150级选手的“三把超一线武器”，我太强啦  #cf手游新春大赏  #游戏凡星计划  #我和射击游戏的2021 ,2022-01-01 17:00:00,795,94000,无道本人,cf手游新春大赏|我和射击游戏的2021|游戏凡星计划,111.0,ak能雄起吗？[奸笑],6,天之客
CF手游：AK47奉先迎战150级选手的“三把超一线武器”，我太强啦  #cf手游新春大赏  #游戏凡星计划  #我和射击游戏的2021 ,2022-01-01 17:00:00,795,94000,无道本人,cf手游新春大赏|我和射击游戏的2021|游戏凡星计划,111.0,凤仙，什么时候下架？,0,一条BGN🐍
CF手游：AK47奉先迎战150级选手的“三把超一线武器”，我太强啦  #cf手游新春大赏  #游戏凡星计划  #我和射击游戏的2021 ,2022-01-01 17:00:00,795,94000,无道本人,cf手游新春大赏|我和射击游戏的2021|游戏凡星计划,111.0,[玫瑰],0,开车你呢
CF手游：AK47奉先迎战150级选手的“三把超一线武器”，我太强啦  #cf手游新春大赏  #游戏凡星计划  #我和射击游戏的2021 ,2022-01-01 17:00:00,795,94000,无道本人,cf手游新春大赏|我和射击游戏的2021|游戏凡星计划,111.0,Ak以前还行，但是时间久了，我感觉他会逐渐被81式和G36顶下去,0,肿瘤鸽3
CF手游：AK47奉先迎战150级选手的“三把超一线武器”，我太强啦  #cf手游新春大赏  #游戏凡星计划  #我和射击游戏的2021 ,2022-01-01 17:00:00,795,94000,无道本人,cf手游新春大赏|我和射击游戏的2021|游戏凡星计划,111.0,81式周瑜，ak47吕布，下个会不会出貂蝉武器啥的，王者荣耀角色一大堆武器啥的,3,《火炎焱燚㵘淼沝水》
CF手游：AK47奉先迎战150级选手的“三把超一线武器”，我太强啦  #cf手游新春大赏  #游戏凡星计划  #我和射击游戏的2021 ,2022-01-01 17:00:00,795,94000,无道本人,cf手游新春大赏|我和射击游戏的2021|游戏凡星计划,111.0,多少钱出的？,0,于小浩呀
CF手游：AK47奉先迎战150级选手的“三把超一线武器”，我太强啦  #cf手游新春大赏  #游戏凡星计划  #我和射击游戏的2021 ,2022-01-01 17:00:00,795,94000,无道本人,cf手游新春大赏|我和射击游戏的2021|游戏凡星计划,111.0,刚才的是什么歌？,0,倪～晨～铭
CF手游：AK47奉先迎战150级选手的“三把超一线武器”，我太强啦  #cf手游新春大赏  #游戏凡星计划  #我和射击游戏的2021 ,2022-01-01 17:00:00,795,94000,无道本人,cf手游新春大赏|我和射击游戏的2021|游戏凡星计划,111.0,[赞],0,love晨晨🐬
CF手游：AK47奉先迎战150级选手的“三把超一线武器”，我太强啦  #cf手游新春大赏  #游戏凡星计划  #我和射击游戏的2021 ,2022-01-01 17:00:00,795,94000,无道本人,cf手游新春大赏|我和射击游戏的2021|游戏凡星计划,111.0,[赞],0,无颜君✨ོꦿ琉璃
CF手游：AK47奉先迎战150级选手的“三把超一线武器”，我太强啦  #cf手游新春大赏  #游戏凡星计划  #我和射击游戏的2021 ,2022-01-01 17:00:00,795,94000,无道本人,cf手游新春大赏|我和射击游戏的2021|游戏凡星计划,111.0,星象跟奉先哪个好,1,サスケチ
CF手游：AK47奉先迎战150级选手的“三把超一线武器”，我太强啦  #cf手游新春大赏  #游戏凡星计划  #我和射击游戏的2021 ,2022-01-01 17:00:00,795,94000,无道本人,cf手游新春大赏|我和射击游戏的2021|游戏凡星计划,111.0,飞将军不是李广吗，怎么成吕布了[奸笑],1,清朝老兵₤
CF手游：AK47奉先迎战150级选手的“三把超一线武器”，我太强啦  #cf手游新春大赏  #游戏凡星计划  #我和射击游戏的2021 ,2022-01-01 17:00:00,795,94000,无道本人,cf手游新春大赏|我和射击游戏的2021|游戏凡星计划,111.0,这个  散弹枪  真的感觉射速太慢,0,离，。。。。。。
CF手游：AK47奉先迎战150级选手的“三把超一线武器”，我太强啦  #cf手游新春大赏  #游戏凡星计划  #我和射击游戏的2021 ,2022-01-01 17:00:00,795,94000,无道本人,cf手游新春大赏|我和射击游戏的2021|游戏凡星计划,111.0,感觉到你的“王霸”之气了[赞][赞],0,亮亮11823
CF手游：AK47奉先迎战150级选手的“三把超一线武器”，我太强啦  #cf手游新春大赏  #游戏凡星计划  #我和射击游戏的2021 ,2022-01-01 17:00:00,795,94000,无道本人,cf手游新春大赏|我和射击游戏的2021|游戏凡星计划,111.0,@忧君颜值up主嗝～(O3xmxk7hsz5wxkrw) [奸笑],0,刘壮实
CF手游：AK47奉先迎战150级选手的“三把超一线武器”，我太强啦  #cf手游新春大赏  #游戏凡星计划  #我和射击游戏的2021 ,2022-01-01 17:00:00,795,94000,无道本人,cf手游新春大赏|我和射击游戏的2021|游戏凡星计划,111.0,如果全民枪战的“绝世高手”搬到cf手游估计无敌了，十六发的“双管猎枪”两枪一个人[奸笑]类似于矮个子的伤害,2,风ζ神
CF手游：AK47奉先迎战150级选手的“三把超一线武器”，我太强啦  #cf手游新春大赏  #游戏凡星计划  #我和射击游戏的2021 ,2022-01-01 17:00:00,795,94000,无道本人,cf手游新春大赏|我和射击游戏的2021|游戏凡星计划,111.0,吕布,1,宇智波火影哥无限
CF手游：AK47奉先迎战150级选手的“三把超一线武器”，我太强啦  #cf手游新春大赏  #游戏凡星计划  #我和射击游戏的2021 ,2022-01-01 17:00:00,795,94000,无道本人,cf手游新春大赏|我和射击游戏的2021|游戏凡星计划,111.0,[奸笑][奸笑][奸笑],0,氵氵
CF手游：AK47奉先迎战150级选手的“三把超一线武器”，我太强啦  #cf手游新春大赏  #游戏凡星计划  #我和射击游戏的2021 ,2022-01-01 17:00:00,795,94000,无道本人,cf手游新春大赏|我和射击游戏的2021|游戏凡星计划,111.0,[赞][赞],0,sKCF
CF手游：AK47奉先迎战150级选手的“三把超一线武器”，我太强啦  #cf手游新春大赏  #游戏凡星计划  #我和射击游戏的2021 ,2022-01-01 17:00:00,795,94000,无道本人,cf手游新春大赏|我和射击游戏的2021|游戏凡星计划,111.0,歌名是啥？,1,手残党＠163.com
CF手游：AK47奉先迎战150级选手的“三把超一线武器”，我太强啦  #cf手游新春大赏  #游戏凡星计划  #我和射击游戏的2021 ,2022-01-01 17:00:00,795,94000,无道本人,cf手游新春大赏|我和射击游戏的2021|游戏凡星计划,111.0,[赞][赞][赞],0,勇闯天涯
#单职业传奇  #传奇手游  #热血传奇 爆率天花板,2022-01-15 12:57:00,82,49800,传奇手游🔥左看,热血传奇|单职业传奇|传奇手游,1.0,[老铁][老铁][老铁],4,老姐姐5676
国服2.6版本即将更新，段位奖励抢先看 #英雄联盟手游 #集结吧光合创作者 #游戏凡星计划,2021-12-17 14:08:26,301,40366,LOL手游瓶盖,游戏凡星计划|英雄联盟手游|集结吧光合创作者,26.0,我只想说无限火力什么时候出,0,ღ᭄ꦿLᎭₑ无痕এ⁵²º
国服2.6版本即将更新，段位奖励抢先看 #英雄联盟手游 #集结吧光合创作者 #游戏凡星计划,2021-12-17 14:08:26,301,40366,LOL手游瓶盖,游戏凡星计划|英雄联盟手游|集结吧光合创作者,26.0,天使已经上线了,0,摇摆de盛ger😘
国服2.6版本即将更新，段位奖励抢先看 #英雄联盟手游 #集结吧光合创作者 #游戏凡星计划,2021-12-17 14:08:26,301,40366,LOL手游瓶盖,游戏凡星计划|英雄联盟手游|集结吧光合创作者,26.0,不是说掉一个段位吗，这怎么又两个了,0,禽 叫 兽
国服2.6版本即将更新，段位奖励抢先看 #英雄联盟手游 #集结吧光合创作者 #游戏凡星计划,2021-12-17 14:08:26,301,40366,LOL手游瓶盖,游戏凡星计划|英雄联盟手游|集结吧光合创作者,26.0,不是要更新2.6A版本吗？怎么变成2.6版本了,0,wake upᝰꫛꫀꪝ
国服2.6版本即将更新，段位奖励抢先看 #英雄联盟手游 #集结吧光合创作者 #游戏凡星计划,2021-12-17 14:08:26,301,40366,LOL手游瓶盖,游戏凡星计划|英雄联盟手游|集结吧光合创作者,26.0,天使终于来了 腕豪还远吗,0,莱克华子罢
国服2.6版本即将更新，段位奖励抢先看 #英雄联盟手游 #集结吧光合创作者 #游戏凡星计划,2021-12-17 14:08:26,301,40366,LOL手游瓶盖,游戏凡星计划|英雄联盟手游|集结吧光合创作者,26.0,就不能重新打定级赛吗,1,故人 
国服2.6版本即将更新，段位奖励抢先看 #英雄联盟手游 #集结吧光合创作者 #游戏凡星计划,2021-12-17 14:08:26,301,40366,LOL手游瓶盖,游戏凡星计划|英雄联盟手游|集结吧光合创作者,26.0,排位最坑,0,☆长青
国服2.6版本即将更新，段位奖励抢先看 #英雄联盟手游 #集结吧光合创作者 #游戏凡星计划,2021-12-17 14:08:26,301,40366,LOL手游瓶盖,游戏凡星计划|英雄联盟手游|集结吧光合创作者,26.0,[赞][赞][赞],0,“首  发  球  员”
国服2.6版本即将更新，段位奖励抢先看 #英雄联盟手游 #集结吧光合创作者 #游戏凡星计划,2021-12-17 14:08:26,301,40366,LOL手游瓶盖,游戏凡星计划|英雄联盟手游|集结吧光合创作者,26.0,[哼][哼][哼],0,周凯龙。
国服2.6版本即将更新，段位奖励抢先看 #英雄联盟手游 #集结吧光合创作者 #游戏凡星计划,2021-12-17 14:08:26,301,40366,LOL手游瓶盖,游戏凡星计划|英雄联盟手游|集结吧光合创作者,26.0,人才，22号更新非要说24号,4,，，
国服2.6版本即将更新，段位奖励抢先看 #英雄联盟手游 #集结吧光合创作者 #游戏凡星计划,2021-12-17 14:08:26,301,40366,LOL手游瓶盖,游戏凡星计划|英雄联盟手游|集结吧光合创作者,26.0,给的旗帜是按 0点结束时的段位算的还是历史最高段位,1,Best神话
国服2.6版本即将更新，段位奖励抢先看 #英雄联盟手游 #集结吧光合创作者 #游戏凡星计划,2021-12-17 14:08:26,301,40366,LOL手游瓶盖,游戏凡星计划|英雄联盟手游|集结吧光合创作者,26.0,黑夜使者亚索什么时候出,0,つ็唱唱反调
国服2.6版本即将更新，段位奖励抢先看 #英雄联盟手游 #集结吧光合创作者 #游戏凡星计划,2021-12-17 14:08:26,301,40366,LOL手游瓶盖,游戏凡星计划|英雄联盟手游|集结吧光合创作者,26.0,坐等万豪船长男刀剑魔艾克。,0,💋1    👣
国服2.6版本即将更新，段位奖励抢先看 #英雄联盟手游 #集结吧光合创作者 #游戏凡星计划,2021-12-17 14:08:26,301,40366,LOL手游瓶盖,游戏凡星计划|英雄联盟手游|集结吧光合创作者,26.0,螳螂机甲皮肤什么时候出,1,乌鸡哥
国服2.6版本即将更新，段位奖励抢先看 #英雄联盟手游 #集结吧光合创作者 #游戏凡星计划,2021-12-17 14:08:26,301,40366,LOL手游瓶盖,游戏凡星计划|英雄联盟手游|集结吧光合创作者,26.0,出什么天使  我们要佛耶戈,0,永无·
国服2.6版本即将更新，段位奖励抢先看 #英雄联盟手游 #集结吧光合创作者 #游戏凡星计划,2021-12-17 14:08:26,301,40366,LOL手游瓶盖,游戏凡星计划|英雄联盟手游|集结吧光合创作者,26.0,我还是黄金[捂脸],1,如风SN
真上头#CF泰坦入侵 #CF手游六周年 #Cf手游,2021-12-20 11:02:41,1968,49416,猛男狗V5,CF手游六周年|Cf手游|CF泰坦入侵,414.0,lt00256，复制就完事了嗷，下期直接领喜羊羊🐑,94,猛男狗V5
真上头#CF泰坦入侵 #CF手游六周年 #Cf手游,2021-12-20 11:02:41,1968,49416,猛男狗V5,CF手游六周年|Cf手游|CF泰坦入侵,414.0,哈哈哈哈,1,乐乐52109
真上头#CF泰坦入侵 #CF手游六周年 #Cf手游,2021-12-20 11:02:41,1968,49416,猛男狗V5,CF手游六周年|Cf手游|CF泰坦入侵,414.0,我领到了奉先,0,华   腾
真上头#CF泰坦入侵 #CF手游六周年 #Cf手游,2021-12-20 11:02:41,1968,49416,猛男狗V5,CF手游六周年|Cf手游|CF泰坦入侵,414.0,@飘娼男明星(O3x5w6yyett55vck) 笑死了,1,失眠哥^
真上头#CF泰坦入侵 #CF手游六周年 #Cf手游,2021-12-20 11:02:41,1968,49416,猛男狗V5,CF手游六周年|Cf手游|CF泰坦入侵,414.0,我领到了迪加凹凸曼[奸笑],1,。。＝170
真上头#CF泰坦入侵 #CF手游六周年 #Cf手游,2021-12-20 11:02:41,1968,49416,猛男狗V5,CF手游六周年|Cf手游|CF泰坦入侵,414.0,全宇宙，，。，钢铁侠，，。。。,1,冰雪
真上头#CF泰坦入侵 #CF手游六周年 #Cf手游,2021-12-20 11:02:41,1968,49416,猛男狗V5,CF手游六周年|Cf手游|CF泰坦入侵,414.0,我只想要一个黑铁加特林，我觉得黑铁加特林蛮稀有的[大哭][大哭][大哭],0,东堂一辉
真上头#CF泰坦入侵 #CF手游六周年 #Cf手游,2021-12-20 11:02:41,1968,49416,猛男狗V5,CF手游六周年|Cf手游|CF泰坦入侵,414.0,我领不到灭霸，你内缩一千米[奸笑],0,CFM.阿星
真上头#CF泰坦入侵 #CF手游六周年 #Cf手游,2021-12-20 11:02:41,1968,49416,猛男狗V5,CF手游六周年|Cf手游|CF泰坦入侵,414.0,It00256,0,乐乐83901
真上头#CF泰坦入侵 #CF手游六周年 #Cf手游,2021-12-20 11:02:41,1968,49416,猛男狗V5,CF手游六周年|Cf手游|CF泰坦入侵,414.0,[捂脸][捂脸][捂脸],0,瑶ダ
真上头#CF泰坦入侵 #CF手游六周年 #Cf手游,2021-12-20 11:02:41,1968,49416,猛男狗V5,CF手游六周年|Cf手游|CF泰坦入侵,414.0,[捂脸][捂脸][捂脸],0,瑶ダ
真上头#CF泰坦入侵 #CF手游六周年 #Cf手游,2021-12-20 11:02:41,1968,49416,猛男狗V5,CF手游六周年|Cf手游|CF泰坦入侵,414.0,我领到了个老六[柴犬],0,不要也罢
真上头#CF泰坦入侵 #CF手游六周年 #Cf手游,2021-12-20 11:02:41,1968,49416,猛男狗V5,CF手游六周年|Cf手游|CF泰坦入侵,414.0,6666,0,恶魔（´இ皿இ｀）
真上头#CF泰坦入侵 #CF手游六周年 #Cf手游,2021-12-20 11:02:41,1968,49416,猛男狗V5,CF手游六周年|Cf手游|CF泰坦入侵,414.0,66666,0,biaite
真上头#CF泰坦入侵 #CF手游六周年 #Cf手游,2021-12-20 11:02:41,1968,49416,猛男狗V5,CF手游六周年|Cf手游|CF泰坦入侵,414.0,等一下有人当真你就尴尬了[捂脸],1,小七（动漫）
真上头#CF泰坦入侵 #CF手游六周年 #Cf手游,2021-12-20 11:02:41,1968,49416,猛男狗V5,CF手游六周年|Cf手游|CF泰坦入侵,414.0,狗哥，我给你发了一个视频，自己看看,1,yhcyhc
真上头#CF泰坦入侵 #CF手游六周年 #Cf手游,2021-12-20 11:02:41,1968,49416,猛男狗V5,CF手游六周年|Cf手游|CF泰坦入侵,414.0,我看到一个送灭霸的，还有迪加[柴犬],1,ღ老六᭄ꦿ
真上头#CF泰坦入侵 #CF手游六周年 #Cf手游,2021-12-20 11:02:41,1968,49416,猛男狗V5,CF手游六周年|Cf手游|CF泰坦入侵,414.0,[撇嘴][撇嘴][撇嘴],0,低沉。风中流浪。
真上头#CF泰坦入侵 #CF手游六周年 #Cf手游,2021-12-20 11:02:41,1968,49416,猛男狗V5,CF手游六周年|Cf手游|CF泰坦入侵,414.0,哈哈哈哈😄,0,小wei即墨
大家不要轻易去排位尝试噢 #英雄联盟手游 #集结吧光合创作者,2021-12-14 07:24:48,2748,13300,英雄联盟手游—听云,英雄联盟手游|集结吧光合创作者,366.0,天赋相位加水上行走[奸笑]，自定义里面去尝试一下吧，记得带疾步，跑的越快越好[奸笑],46,英雄联盟手游—听云
大家不要轻易去排位尝试噢 #英雄联盟手游 #集结吧光合创作者,2021-12-14 07:24:48,2748,13300,英雄联盟手游—听云,英雄联盟手游|集结吧光合创作者,366.0,@……无论(O3x6jdngnspyju4q),0,星闪
